Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20210806|A|66194|0|191932|Q
20210806|AA|695561|5721|1683664|Q
20210806|AAAU|61926|0|146696|Q
20210806|AAC|9646|0|35511|Q
20210806|AAC/WS|1592|0|2321|Q
20210806|AACG|401|0|11010|Q
20210806|AADR|100|0|3512|Q
20210806|AAIC|4998|0|108119|Q
20210806|AAICpC|100|0|500|Q
20210806|AAIN|8697|0|9382|Q
20210806|AAL|3594654|19611|7885650|Q
20210806|AAMC|1532|0|4431|Q
20210806|AAME|2656|0|10515|Q
20210806|AAN|7274|0|32453|Q
20210806|AAOI|158504|6785|428512|Q
20210806|AAON|22592|0|47936|Q
20210806|AAP|50540|300|138785|Q
20210806|AAPL|5596800|52499|15447263|Q
20210806|AAQC|163|0|263|Q
20210806|AAQC/U|200|0|800|Q
20210806|AAT|14865|0|31577|Q
20210806|AATC|4532|0|12540|Q
20210806|AAU|69939|0|121566|Q
20210806|AAWW|78325|0|111826|Q
20210806|AAXJ|100082|200|463709|Q
20210806|AB|29560|0|100196|Q
20210806|ABB|56560|100|238596|Q
20210806|ABBV|449078|2413|1240009|Q
20210806|ABC|141920|0|289890|Q
20210806|ABCB|53346|0|101323|Q
20210806|ABCL|402311|0|547834|Q
20210806|ABCM|20777|0|48386|Q
20210806|ABEO|63848|0|242674|Q
20210806|ABEQ|3|0|3|Q
20210806|ABEV|1764293|30977|5964756|Q
20210806|ABG|18629|35|36628|Q
20210806|ABGI|100|0|100|Q
20210806|ABIO|27181|70|80734|Q
20210806|ABM|15553|127|40022|Q
20210806|ABMD|21355|787|37017|Q
20210806|ABNB|688871|7238|1257880|Q
20210806|ABOS|4816|0|19451|Q
20210806|ABR|221058|2|430136|Q
20210806|ABRpD|5843|0|12527|Q
20210806|ABSI|37327|0|54331|Q
20210806|ABST|450|0|2364|Q
20210806|ABT|462366|955|859462|Q
20210806|ABTX|4781|0|8655|Q
20210806|ABUS|76006|1888|256980|Q
20210806|ABVC|3117|700|6829|Q
20210806|AC|4001|0|6180|Q
20210806|ACA|27986|0|45418|Q
20210806|ACAD|315230|1393|603702|Q
20210806|ACAH|357|0|600|Q
20210806|ACB|242829|8615|977815|Q
20210806|ACBI|4715|0|15430|Q
20210806|ACC|23876|79|41084|Q
20210806|ACCD|29131|56|47442|Q
20210806|ACCO|25966|1500|65030|Q
20210806|ACEL|31810|0|43002|Q
20210806|ACER|21231|225|62420|Q
20210806|ACES|13095|12|33695|Q
20210806|ACET|5437|0|33011|Q
20210806|ACEV|18253|0|51229|Q
20210806|ACEVU|700|0|1210|Q
20210806|ACEVW|13920|0|26559|Q
20210806|ACGL|83312|0|157885|Q
20210806|ACGLN|4082|0|21444|Q
20210806|ACGLO|1869|0|3902|Q
20210806|ACGLP|4222|0|7947|Q
20210806|ACH|8308|0|12694|Q
20210806|ACHC|32839|0|45320|Q
20210806|ACHL|3401|0|4817|Q
20210806|ACHV|9610|0|19993|Q
20210806|ACI|389159|2963|652022|Q
20210806|ACIC|13590|350|63187|Q
20210806|ACIC/WS|77|0|21467|Q
20210806|ACII|1800|0|2400|Q
20210806|ACIO|21252|0|39169|Q
20210806|ACIU|11668|0|23283|Q
20210806|ACIW|51628|0|160190|Q
20210806|ACLS|53735|417|123753|Q
20210806|ACM|51423|313|163530|Q
20210806|ACMR|21240|100|56052|Q
20210806|ACN|136351|2|285933|Q
20210806|ACNB|422|0|5808|Q
20210806|ACOR|144265|3496|300051|Q
20210806|ACP|28422|0|73076|Q
20210806|ACPpA|500|0|1857|Q
20210806|ACQR|200|0|200|Q
20210806|ACQRU|1600|0|1800|Q
20210806|ACR|3217|0|8856|Q
20210806|ACRE|52113|0|89395|Q
20210806|ACRS|32699|0|59842|Q
20210806|ACRX|209432|1200|454828|Q
20210806|ACRpC|4700|0|4800|Q
20210806|ACRpD|3911|0|5310|Q
20210806|ACSG|20|0|21|Q
20210806|ACST|295679|14740|700067|Q
20210806|ACTD|400|0|401|Q
20210806|ACTG|8572|150|35182|Q
20210806|ACTV|1241|0|1396|Q
20210806|ACU|1610|0|5323|Q
20210806|ACV|1538|0|5474|Q
20210806|ACVA|21396|0|34785|Q
20210806|ACVF|432|0|533|Q
20210806|ACWF|900|0|2441|Q
20210806|ACWI|287581|0|378054|Q
20210806|ACWV|79193|0|162411|Q
20210806|ACWX|31890|0|172966|Q
20210806|ACXP|14490|700|51265|Q
20210806|ACY|107904|1337|204328|Q
20210806|ADAG|4375|0|8437|Q
20210806|ADAP|54410|0|141010|Q
20210806|ADBE|119886|585|208531|Q
20210806|ADC|18000|0|52258|Q
20210806|ADCT|79811|3|103090|Q
20210806|ADERW|2550|0|62950|Q
20210806|ADES|5790|0|15044|Q
20210806|ADF/WS|800|0|62238|Q
20210806|ADFI|65173|0|69420|Q
20210806|ADGI|217840|500|1057318|Q
20210806|ADI|426124|409|716004|Q
20210806|ADIL|68544|128|172931|Q
20210806|ADM|405988|3|683216|Q
20210806|ADMA|56310|100|319967|Q
20210806|ADME|23419|0|44346|Q
20210806|ADMP|450278|0|947580|Q
20210806|ADMS|11597|0|20939|Q
20210806|ADN|8701|0|31477|Q
20210806|ADNT|675629|500|788656|Q
20210806|ADNWW|3134|0|7784|Q
20210806|ADOCR|300|0|300|Q
20210806|ADP|90227|22|438838|Q
20210806|ADPT|73815|0|196348|Q
20210806|ADRE|395|0|3380|Q
20210806|ADS|37287|200|133710|Q
20210806|ADSK|120032|197|214403|Q
20210806|ADT|385957|10105|562409|Q
20210806|ADTN|94203|428|163917|Q
20210806|ADTX|17150|0|68580|Q
20210806|ADUS|9930|0|21672|Q
20210806|ADV|20652|0|75203|Q
20210806|ADVM|335960|10640|585805|Q
20210806|ADX|17051|0|33054|Q
20210806|ADXN|251|0|252|Q
20210806|ADXS|323172|0|705535|Q
20210806|AE|1316|0|1756|Q
20210806|AEB|2156|0|3712|Q
20210806|AEE|135573|600|228173|Q
20210806|AEF|3920|0|13670|Q
20210806|AEFC|3760|0|13047|Q
20210806|AEG|108050|11100|293052|Q
20210806|AEHL|426996|6270|1084182|Q
20210806|AEHR|180236|300|353410|Q
20210806|AEI|976377|553|1998473|Q
20210806|AEIS|24681|50|53528|Q
20210806|AEL|22017|0|108332|Q
20210806|AELpA|3705|0|8526|Q
20210806|AELpB|2618|0|8542|Q
20210806|AEM|68857|163|304409|Q
20210806|AEMD|41145|0|106093|Q
20210806|AENZ|3364|193|39157|Q
20210806|AEO|320501|100|594157|Q
20210806|AEP|144888|0|430864|Q
20210806|AEPPL|1187|0|1930|Q
20210806|AEPPZ|2205|0|2406|Q
20210806|AER|101207|162|203372|Q
20210806|AERI|28579|0|50263|Q
20210806|AES|1095165|91|1718914|Q
20210806|AESC|1506|0|1706|Q
20210806|AESE|21384|0|51099|Q
20210806|AEVA|70861|720|106983|Q
20210806|AEY|1191|0|8741|Q
20210806|AEYE|4457|300|10704|Q
20210806|AEZS|134222|2645|272710|Q
20210806|AFAQ|11|0|611|Q
20210806|AFB|7523|0|19032|Q
20210806|AFBI|122|0|4783|Q
20210806|AFCG|4026|0|19818|Q
20210806|AFG|31773|0|76402|Q
20210806|AFGB|475|0|1914|Q
20210806|AFGC|1333|0|4101|Q
20210806|AFGD|1379|0|1593|Q
20210806|AFGE|269|0|290|Q
20210806|AFI|5653|400|32403|Q
20210806|AFIB|7116|400|31829|Q
20210806|AFIF|6866|0|9126|Q
20210806|AFIN|84495|800|137449|Q
20210806|AFINO|464|0|2944|Q
20210806|AFINP|1840|0|2858|Q
20210806|AFK|2079|0|2759|Q
20210806|AFL|321032|0|445352|Q
20210806|AFMC|1|0|1|Q
20210806|AFMD|122000|0|241661|Q
20210806|AFRM|219124|1134|686288|Q
20210806|AFT|16016|0|35417|Q
20210806|AFTY|6|0|173|Q
20210806|AFYA|6097|0|29124|Q
20210806|AG|253630|7541|1023824|Q
20210806|AGAC|501|0|504|Q
20210806|AGAC/WS|700|0|7416|Q
20210806|AGBA|800|0|802|Q
20210806|AGBAR|312|0|613|Q
20210806|AGC|76537|0|214040|Q
20210806|AGCB|2709|0|357318|Q
20210806|AGCO|47029|100|106744|Q
20210806|AGCUU|811|0|23910|Q
20210806|AGCWW|2342|0|4053|Q
20210806|AGD|3462|0|5049|Q
20210806|AGE|16011|0|56428|Q
20210806|AGEN|254226|700|663156|Q
20210806|AGFS|7280|0|10324|Q
20210806|AGFY|99544|1035|235384|Q
20210806|AGG|431769|0|1071467|Q
20210806|AGGR|226|0|1726|Q
20210806|AGGRW|600|0|1100|Q
20210806|AGGY|4507|0|34605|Q
20210806|AGI|237501|2220|599060|Q
20210806|AGIO|38257|0|64839|Q
20210806|AGL|120530|0|138495|Q
20210806|AGLE|22038|0|31457|Q
20210806|AGM|4408|0|11856|Q
20210806|AGMH|10088|0|16705|Q
20210806|AGMpC|733|0|840|Q
20210806|AGMpD|1552|0|1552|Q
20210806|AGMpF|274|0|774|Q
20210806|AGMpG|3711|0|8388|Q
20210806|AGNC|796583|244|1440098|Q
20210806|AGNCM|2851|0|8101|Q
20210806|AGNCN|2060|0|4877|Q
20210806|AGNCO|2791|1024|5125|Q
20210806|AGNCP|3105|0|19918|Q
20210806|AGNG|368|0|1793|Q
20210806|AGO|34703|0|60305|Q
20210806|AGOV|40|0|40|Q
20210806|AGOX|20998|0|22566|Q
20210806|AGOpE|851|0|1311|Q
20210806|AGOpF|3669|0|5899|Q
20210806|AGQ|312820|702|542347|Q
20210806|AGR|35391|0|54226|Q
20210806|AGRI|70152|800|150441|Q
20210806|AGRIW|24|0|25|Q
20210806|AGRO|63793|0|101567|Q
20210806|AGRX|97124|874|321735|Q
20210806|AGS|18860|0|53132|Q
