Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20210716|A|145351|2573|356858|Q
20210716|AA|2068007|11581|4884429|Q
20210716|AAA|1005|0|1006|Q
20210716|AAAU|35060|0|78203|Q
20210716|AAC|103|0|2102|Q
20210716|AAC/WS|100|0|17294|Q
20210716|AACG|421545|15648|1013291|Q
20210716|AADR|286|0|422|Q
20210716|AAIC|33009|6045|58965|Q
20210716|AAL|4320487|11280|10576129|Q
20210716|AAMC|1300|0|4144|Q
20210716|AAME|14908|0|38113|Q
20210716|AAN|20798|100|56645|Q
20210716|AAOI|57553|54|151583|Q
20210716|AAON|11691|0|21074|Q
20210716|AAP|71952|0|125568|Q
20210716|AAPL|17925235|149754|32258929|Q
20210716|AAQC/WS|320|0|807|Q
20210716|AAT|17556|371|30673|Q
20210716|AAU|231449|0|306304|Q
20210716|AAWW|106760|50|126082|Q
20210716|AAXJ|26869|0|49259|Q
20210716|AB|26940|0|55625|Q
20210716|ABB|63582|2|179669|Q
20210716|ABBV|445276|836|1260369|Q
20210716|ABC|25609|0|83244|Q
20210716|ABCB|33087|206|56449|Q
20210716|ABCL|103999|1400|584279|Q
20210716|ABCM|33851|0|88189|Q
20210716|ABEO|121987|0|281595|Q
20210716|ABEQ|10|0|2262|Q
20210716|ABEV|2920542|2200|11780361|Q
20210716|ABG|12188|0|54403|Q
20210716|ABGI|19|0|119|Q
20210716|ABIO|12362|0|65952|Q
20210716|ABM|95536|4000|286362|Q
20210716|ABMD|20797|250|32664|Q
20210716|ABNB|516755|5763|1589455|Q
20210716|ABOS|31126|0|55603|Q
20210716|ABR|145392|406|250484|Q
20210716|ABRpD|3599|0|4483|Q
20210716|ABST|4856|0|8628|Q
20210716|ABT|297787|1940|665888|Q
20210716|ABTX|850|0|5960|Q
20210716|ABUS|96550|0|303458|Q
20210716|AC|2458|0|2580|Q
20210716|ACA|12732|0|71594|Q
20210716|ACAD|96465|702|209982|Q
20210716|ACAHW|300|0|300|Q
20210716|ACB|733825|17770|1861068|Q
