DT|TM|REBATE|FEE|AVAIL
2022.06.24|11:15:03|-10.2804|11.8504|6000
2022.06.24|11:30:03|-10.2804|11.8504|6000
2022.06.24|11:45:03|-10.2804|11.8504|6000
2022.06.24|12:00:03|-10.2804|11.8504|6000
2022.06.24|12:15:03|-10.2804|11.8504|6000
2022.06.24|12:30:03|-10.2804|11.8504|6000
2022.06.24|12:45:03|-10.2804|11.8504|6000
2022.06.24|13:00:03|-10.2804|11.8504|6000
2022.06.24|13:15:04|-10.2804|11.8504|6000
2022.06.24|13:30:03|-10.2804|11.8504|6000
2022.06.24|13:45:03|-10.2804|11.8504|6000
2022.06.24|14:00:04|-10.2804|11.8504|6000
2022.06.24|14:15:03|-10.2804|11.8504|6000
2022.06.24|14:30:03|-10.2804|11.8504|6000
2022.06.24|14:45:03|-10.2804|11.8504|6000
2022.06.24|15:00:04|-10.2804|11.8504|6000
2022.06.24|15:15:03|-10.2804|11.8504|6000
2022.06.24|15:30:03|-10.2804|11.8504|6000
2022.06.24|15:45:03|-10.2804|11.8504|6000
2022.06.24|16:00:03|-10.2804|11.8504|6000
2022.06.24|16:15:04|-10.2804|11.8504|6000
2022.06.24|16:30:04|-10.2804|11.8504|6000
2022.06.24|16:45:03|-10.2804|11.8504|6000
2022.06.24|17:00:03|-10.2804|11.8504|6000
2022.06.24|17:15:03|-10.2804|11.8504|6000
2022.06.24|17:30:05|-10.2804|11.8504|6000
2022.06.24|17:45:03|-10.2804|11.8504|6000
2022.06.24|18:00:03|-10.2804|11.8504|6000
2022.06.24|18:15:03|-10.2804|11.8504|6000
2022.06.24|18:30:03|-10.2804|11.8504|6000
2022.06.24|18:45:03|-10.2804|11.8504|6000
2022.06.24|19:00:03|-10.2804|11.8504|6000
2022.06.24|19:15:03|-10.2804|11.8504|6000
2022.06.24|19:30:03|-10.2804|11.8504|6000
2022.06.24|19:45:03|-10.2804|11.8504|6000
2022.06.24|20:00:03|-10.2804|11.8504|6000
2022.06.24|20:15:04|-10.2804|11.8504|6000
2022.06.24|20:30:03|-10.2804|11.8504|6000
2022.06.24|20:45:03|-10.2804|11.8504|6000
2022.06.24|21:00:04|-10.2804|11.8504|6000
2022.06.24|21:15:03|-10.2804|11.8504|6000
2022.06.24|21:30:04|-10.2804|11.8504|6000
2022.06.24|21:45:03|-10.2804|11.8504|6000
2022.06.24|22:00:03|-10.2804|11.8504|6000
2022.06.24|22:15:04|-10.2804|11.8504|6000
2022.06.24|22:30:03|-10.2804|11.8504|6000
2022.06.24|22:45:03|-10.2804|11.8504|6000
2022.06.24|23:00:03|-10.2804|11.8504|6000
2022.06.24|23:15:03|-10.2804|11.8504|6000
2022.06.24|23:30:03|-10.2804|11.8504|6000
2022.06.24|23:45:03|-10.2804|11.8504|6000
2022.06.25|00:00:04|-10.2804|11.8504|6000
2022.06.25|00:15:04|-10.2804|11.8504|6000
2022.06.25|00:30:03|-10.2804|11.8504|6000
2022.06.25|00:45:04|-10.2804|11.8504|6000
2022.06.25|01:00:05|-10.2804|11.8504|6000
2022.06.25|01:15:03|-10.2804|11.8504|6000
2022.06.25|01:30:03|-10.2804|11.8504|6000
2022.06.25|01:45:03|-10.2804|11.8504|6000
2022.06.25|02:00:03|-10.2804|11.8504|6000
2022.06.25|02:15:03|-10.2804|11.8504|6000
2022.06.25|02:30:03|-10.2804|11.8504|6000
2022.06.25|02:45:03|-10.2804|11.8504|6000
2022.06.25|03:00:03|-10.2804|11.8504|6000
2022.06.25|03:15:04|-10.2804|11.8504|6000
2022.06.25|03:30:03|-10.2804|11.8504|6000
2022.06.25|03:45:03|-10.2804|11.8504|6000
2022.06.25|04:00:04|-10.2804|11.8504|6000
2022.06.25|04:15:03|-10.2804|11.8504|6000
2022.06.25|04:30:03|-10.2804|11.8504|6000
2022.06.25|04:45:03|-10.2804|11.8504|6000
2022.06.25|05:00:03|-10.2804|11.8504|6000
2022.06.25|05:15:03|-10.2804|11.8504|6000
2022.06.25|05:30:04|-10.2804|11.8504|6000
2022.06.25|05:45:03|-10.2804|11.8504|6000
2022.06.25|06:00:03|-10.2804|11.8504|6000
2022.06.25|06:15:03|-10.2804|11.8504|6000
2022.06.25|06:30:04|-10.2804|11.8504|6000
2022.06.25|06:45:03|-10.2804|11.8504|6000
2022.06.25|07:00:03|-10.2804|11.8504|6000
2022.06.25|07:15:03|-10.2804|11.8504|6000
2022.06.25|07:30:03|-10.2804|11.8504|6000
2022.06.25|07:45:03|-10.2804|11.8504|6000
2022.06.25|08:00:04|-10.2804|11.8504|6000
2022.06.25|08:15:03|-10.2804|11.8504|6000
2022.06.25|08:30:04|-10.2804|11.8504|6000
2022.06.25|08:45:03|-10.2804|11.8504|6000
2022.06.25|09:00:04|-10.2804|11.8504|6000
2022.06.25|09:15:03|-10.2804|11.8504|6000
2022.06.25|09:30:03|-10.2804|11.8504|6000
2022.06.25|09:45:03|-10.2804|11.8504|6000
2022.06.25|10:00:04|-10.2804|11.8504|6000
2022.06.25|10:15:03|-10.2804|11.8504|6000
2022.06.25|10:30:03|-10.2804|11.8504|6000
2022.06.25|10:45:03|-10.2804|11.8504|6000
2022.06.25|11:00:03|-10.2804|11.8504|6000
2022.06.25|11:15:05|-10.2804|11.8504|6000
2022.06.25|11:30:05|-10.2804|11.8504|6000
2022.06.25|11:45:06|-10.2804|11.8504|6000
2022.06.25|12:00:05|-10.2804|11.8504|6000
2022.06.25|12:15:05|-10.2804|11.8504|6000
2022.06.25|12:30:06|-10.2804|11.8504|6000
