Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20210223|A|93992|243|385524|B,Q,N
20210223|AA|787614|13801|1893698|B,Q,N
20210223|AAA|209|0|309|Q,N
20210223|AAAU|51267|0|303459|Q,N
20210223|AAC/U|176461|0|782581|Q,N
20210223|AACG|64585|1778|232677|B,Q,N
20210223|AACQ|406280|11496|1508640|B,Q,N
20210223|AACQU|16273|0|37669|Q,N
20210223|AACQW|169892|7260|313273|Q,N
20210223|AADR|229|0|3088|B,Q,N
20210223|AAIC|19781|0|68338|B,Q,N
20210223|AAICpC|1054|0|1213|Q,N
20210223|AAL|10950364|138990|36449588|B,Q,N
20210223|AAMC|1229|0|4779|Q,N
20210223|AAME|12001|1508|57455|B,Q,N
20210223|AAN|94279|0|205322|B,Q,N
20210223|AAOI|46375|3210|267448|Q,N
20210223|AAON|24679|0|32055|Q,N
20210223|AAP|97125|250|189709|B,Q,N
20210223|AAPL|25233793|146887|69171216|B,Q,N
20210223|AAT|56194|1900|109639|Q,N
20210223|AAU|758894|53427|2059523|B,Q,N
20210223|AAWW|126900|1700|264696|B,Q,N
20210223|AAXJ|106495|0|628562|Q,N
20210223|AB|103100|4707|242428|B,Q,N
20210223|ABB|328629|1156|462198|B,Q,N
20210223|ABBV|681831|6799|2257036|B,Q,N
20210223|ABC|112241|0|203360|B,Q,N
20210223|ABCB|39151|0|82730|Q,N
20210223|ABCL|189865|2332|354883|B,Q,N
20210223|ABCM|7368|800|12412|Q,N
20210223|ABEO|511555|18576|1897108|B,Q,N
20210223|ABEQ|10902|0|12335|Q,N
20210223|ABEV|6569533|4473|8290708|B,Q,N
20210223|ABG|28439|2|38037|Q,N
20210223|ABGI|4883|0|149034|Q,N
20210223|ABIO|840985|28186|1653050|B,Q,N
20210223|ABM|25403|0|78614|B,Q,N
20210223|ABMD|39258|108|106651|B,Q,N
20210223|ABNB|967003|30075|2479017|B,Q,N
20210223|ABR|261729|3908|867791|B,Q,N
20210223|ABRpA|14|0|114|Q
20210223|ABRpB|57|0|207|Q
20210223|ABST|3707|0|23773|Q,N
20210223|ABT|570222|4186|1879976|B,Q,N
20210223|ABTX|9725|0|22903|Q,N
20210223|ABUS|381124|23950|1600905|B,Q,N
20210223|AC|631|0|1271|Q,N
20210223|ACA|27897|200|62781|Q,N
20210223|ACAC|109356|400|256487|B,Q,N
20210223|ACACU|59|0|6871|Q
20210223|ACACW|59070|275|85045|Q,N
20210223|ACAD|181673|245|318029|Q,N
20210223|ACB|1943067|107808|7328902|B,Q,N
20210223|ACBI|8929|0|32702|B,Q,N
20210223|ACC|314167|0|580415|B,Q,N
20210223|ACCD|225626|132219|427178|B,Q,N
20210223|ACCO|114520|0|263703|B,Q,N
