Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20210622|A|5049|0|21056|N
20210622|AA|138594|17|277481|N
20210622|AAA|1308|0|1312|N
20210622|AAAU|1113|0|5352|N
20210622|AAC/WS|300|0|1306|N
20210622|AACG|1675|0|9522|N
20210622|AACQ|83406|0|175771|N
20210622|AACQU|80|0|200|N
20210622|AACQW|32494|0|42645|N
20210622|AAIC|9708|0|14581|N
20210622|AAL|1521543|0|2838551|N
20210622|AAME|654|0|1101|N
20210622|AAN|956|4|2724|N
20210622|AAOI|3788|0|21295|N
20210622|AAON|309|0|9567|N
20210622|AAP|2958|0|6533|N
20210622|AAPL|3239938|181|8034610|N
20210622|AAQC/U|100|0|100|N
20210622|AAT|529|0|1007|N
20210622|AAU|46625|0|152911|N
20210622|AAWW|7640|3|9049|N
20210622|AAXJ|3917|0|5376|N
20210622|AB|7858|0|11829|N
20210622|ABB|51761|0|78942|N
20210622|ABBV|69370|103|207577|N
20210622|ABC|6490|2|12091|N
20210622|ABCB|857|0|2109|N
20210622|ABCL|28515|2880|78185|N
20210622|ABCM|232|0|761|N
20210622|ABEO|7236|0|38815|N
20210622|ABEV|804679|0|1945052|N
20210622|ABG|851|1|1925|N
20210622|ABGI|700|0|1957|N
20210622|ABIO|2612|0|18930|N
20210622|ABM|758|2|2829|N
20210622|ABMD|1093|0|3512|N
20210622|ABNB|131346|54|351071|N
20210622|ABR|34787|0|63745|N
20210622|ABRpB|51|0|437|N
20210622|ABRpC|4|0|506|N
20210622|ABRpD|13885|0|14885|N
20210622|ABST|2032|0|4328|N
20210622|ABT|39671|1|86391|N
20210622|ABTX|67|0|156|N
20210622|ABUS|40303|0|99584|N
20210622|AC|213|0|765|N
20210622|ACA|536|79|1170|N
20210622|ACAD|15594|0|35660|N
20210622|ACB|107513|26|272677|N
20210622|ACBI|275|0|505|N
20210622|ACC|6213|0|9013|N
20210622|ACCD|2927|0|4088|N
20210622|ACCO|7247|0|10764|N
20210622|ACEL|695|0|1589|N
20210622|ACER|50|0|7012|N
20210622|ACES|2598|0|4421|N
20210622|ACET|2321|0|4318|N
