Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20210715|AABB|9351918|0|22575932|O
20210715|AABVF|1501|0|1501|O
20210715|AACAY|2238|0|11269|O
20210715|AACS|4460861|0|8521561|O
20210715|AACTF|20741|0|139300|O
20210715|AAGC|25611471|0|38849458|O
20210715|AAGFF|28901|0|188970|O
20210715|AAGH|16333|0|31615|O
20210715|AAGIY|65972|0|127164|O
20210715|AAIGF|7602|0|10482|O
20210715|AAIRF|15954|0|19374|O
20210715|AAPJ|34500|0|194497|O
20210715|AAPT|23606415|0|39195657|O
20210715|AASZF|6864|0|11162|O
20210715|AATRL|20186|0|36112|O
20210715|AAUKF|48|0|673|O
20210715|AAVMY|1718|0|14439|O
20210715|AAVVF|10412|0|35162|O
20210715|AAWH|1954|0|7085|O
20210715|AAZZF|33598|0|78265|O
20210715|ABAKF|1000|0|1000|O
20210715|ABBRF|35247|0|119729|O
20210715|ABCE|49556|0|56150|O
20210715|ABCFF|47199|0|98690|O
20210715|ABEPF|5390|0|60609|O
20210715|ABILF|334|0|6585|O
20210715|ABIT|1452|0|2453|O
20210715|ABLT|9|0|10|O
20210715|ABLZF|1486|0|5853|O
20210715|ABMC|315161|0|1247736|O
20210715|ABML|339402|0|1631974|O
20210715|ABMT|500|0|500|O
20210715|ABPR|1662179|0|2948047|O
20210715|ABQQ|2790878|0|5229043|O
20210715|ABSCF|160|0|160|O
20210715|ABSSF|100|0|430|O
20210715|ABVG|5550000|0|36947422|O
20210715|ABWN|108172349|0|171365181|O
20210715|ABXXF|31474|0|71031|O
20210715|ACAN|6620|0|15136|O
20210715|ACAZF|1165|0|3640|O
20210715|ACCA|8600|0|213220|O
20210715|ACCMF|185636|0|271636|O
20210715|ACCR|57500|0|127706|O
20210715|ACCYY|4245|0|29771|O
20210715|ACDSF|18199|0|18299|O
20210715|ACDVF|23048|0|88994|O
20210715|ACFN|500|0|40139|O
20210715|ACGBF|1000|0|2500|O
20210715|ACGBY|6950|0|20526|O
20210715|ACGI|804999|0|1880099|O
20210715|ACHFF|13138|0|21284|O
20210715|ACKRF|18500|0|44500|O
20210715|ACLHF|51150|0|62650|O
20210715|ACLLF|461|0|768|O
20210715|ACMSY|119609|0|250647|O
20210715|ACOPF|12455|0|25136|O
20210715|ACOPY|8348|0|18448|O
20210715|ACRB|20000|0|20000|O
20210715|ACRDF|13865|0|77737|O
20210715|ACRFF|300|0|483|O
20210715|ACRHF|8718|0|64647|O
20210715|ACRL|223896|0|700430|O
20210715|ACSAF|2|0|2|O
20210715|ACSAY|30814|0|49520|O
20210715|ACTL|1035000|0|10891722|O
20210715|ACTX|2100|0|2672|O
20210715|ACUR|4979|0|14929|O
20210715|ACXIF|4|0|4|O
20210715|ADCOF|6000|0|6000|O
20210715|ADDDF|171|0|175|O
20210715|ADDYY|11178|0|38154|O
20210715|ADFS|1073507|0|1145285|O
20210715|ADGO|287283549|0|571172790|O
20210715|ADHC|1895148|0|3196938|O
20210715|ADMG|120|0|120|O
20210715|ADMLF|4100|0|26800|O
20210715|ADMQ|318990|0|576076|O
20210715|ADNY|60000|0|122072|O
20210715|ADOM|501134|0|1134147|O
20210715|ADRNY|16096|0|29429|O
20210715|ADSV|4031613|0|5906065|O
20210715|ADTM|51317667|0|187916457|O
20210715|ADVT|60000|0|3391640|O
20210715|ADVZF|1100|0|15250|O
20210715|ADWPF|10|0|21|O
20210715|ADYEY|51127|0|143391|O
20210715|ADYYF|122|0|143|O
20210715|AEBZY|1000|0|3180|O
20210715|AEGOF|2273|0|2273|O
20210715|AELTF|2000|0|4650|O
20210715|AEMC|11857|0|43500|O
20210715|AERG|39580|0|43452|O
20210715|AERS|250434|0|537682|O
20210715|AESEW|16491|0|35525|O
20210715|AETLF|500|0|500|O
20210715|AETUF|5622|0|29114|O
20210715|AEXAF|24|0|24|O
20210715|AEXAY|25090|0|69332|O
20210715|AEXE|19590068|0|36067780|O
20210715|AFAP|8|0|8|O
20210715|AFBG|185739|0|199394|O
20210715|AFFS|1408|0|3117|O
20210715|AFFT|1980|0|4289|O
20210715|AFFU|340|0|4840|O
20210715|AFHIF|27249|0|77077|O
20210715|AFLYY|3696|0|14237|O
20210715|AFMJF|64284|0|167430|O
20210715|AFML|32467|0|165667|O
20210715|AFOM|33610863|0|61163669|O
20210715|AFPW|14925872|0|46608391|O
20210715|AFRAF|655|0|2290|O
20210715|AFSIA|300|0|841|O
20210715|AFSIB|2400|0|4695|O
20210715|AFSIM|370|0|620|O
20210715|AFSIN|347|0|8264|O
20210715|AFSIP|2200|0|4900|O
20210715|AFTC|1326927|0|2969927|O
20210715|AFTM|4504603|0|6800197|O
20210715|AFTPF|380|0|1268|O
20210715|AFTPY|2200|0|8463|O
20210715|AFYG|79071|0|105306|O
20210715|AGAUF|2705|0|63670|O
20210715|AGCCF|1500|0|1500|O
20210715|AGCZ|100000|0|100040|O
20210715|AGDY|10000|0|10000|O
20210715|AGESY|3930|0|5406|O
20210715|AGFAF|272455|0|697433|O
20210715|AGGI|70000|0|291200|O
20210715|AGGX|7500|0|10000|O
20210715|AGGZF|125|0|175|O
20210715|AGHC|38148|0|85039|O
20210715|AGIN|20890|0|115260|O
20210715|AGLAF|1500|0|19500|O
20210715|AGLDF|9900|0|19900|O
20210715|AGLNF|1|0|1|O
20210715|AGNMF|550|0|64300|O
20210715|AGNPF|248155|0|905813|O
20210715|AGPPF|247|0|247|O
20210715|AGRPY|4|0|505|O
20210715|AGSO|294984|0|936292|O
20210715|AGTK|21080|0|197610|O
20210715|AGTX|36|0|5850|O
20210715|AGYP|270674|0|588343|O
20210715|AHAG|38000|0|64000|O
20210715|AHCCF|710|0|720|O
20210715|AHCHY|11079|0|44477|O
20210715|AHELF|2663|0|20808|O
20210715|AHEXY|2779|0|6471|O
20210715|AHFD|36726665|0|110600684|O
20210715|AHFI|26723|0|75423|O
20210715|AHKSF|1965|0|2578|O
20210715|AHKSY|6167|0|26173|O
20210715|AHODF|1206|0|1296|O
20210715|AIDA|3000|0|15500|O
20210715|AIMD|2000|0|3315|O
20210715|AIMFF|6930|0|17330|O
20210715|AIMLF|12012|0|13212|O
20210715|AINSF|3000|0|12975|O
20210715|AIPUY|670|0|1000|O
20210715|AIQUF|18|0|123|O
20210715|AIQUY|28553|0|92453|O
20210715|AITX|6056768|0|36374232|O
20210715|AJINY|9085|0|12268|O
20210715|AJOY|12500|0|17510|O
20210715|AJXGF|13000|0|13000|O
20210715|AKCCF|2144|0|12139|O
20210715|AKRFF|31500|0|31500|O
20210715|AKZOF|38|0|41|O
20210715|AKZOY|14811|0|21791|O
20210715|ALAN|35000|0|142565|O
20210715|ALBBY|2|0|342|O
20210715|ALDS|85395|0|129080|O
20210715|ALEAF|42434|0|105433|O
20210715|ALFVF|1|0|1|O
20210715|ALFVY|7916|0|21281|O
20210715|ALID|4200|0|10520|O
20210715|ALIF|41200|0|104915|O
20210715|ALIZF|28|0|41|O
20210715|ALIZY|46321|0|120167|O
20210715|ALKM|16875515|0|51828145|O
20210715|ALKN|888212|0|1191312|O
20210715|ALLIF|180237|0|365608|O
20210715|ALLM|177847|0|325928|O
20210715|ALLQ|53000|0|85036|O
20210715|ALLXF|200|0|8975|O
20210715|ALMMF|700|0|733|O
20210715|ALMTF|911|0|2026|O
20210715|ALPMY|13720|0|31845|O
20210715|ALPP|227808|0|468007|O
20210715|ALRT|3023|0|8473|O
20210715|ALSMY|158649|0|406142|O
