Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20210616|A|1|0|324|B
20210616|AA|5025|0|11351|B
20210616|AACQ|1700|0|3786|B
20210616|AAL|8493|0|37709|B
20210616|AAOI|115|0|115|B
20210616|AAP|482|0|1385|B
20210616|AAPL|101398|0|183376|B
20210616|AAU|900|0|900|B
20210616|ABB|1401|0|1826|B
20210616|ABBV|672|0|1346|B
20210616|ABC|5|0|321|B
20210616|ABCL|2128|0|3353|B
20210616|ABEV|255|0|2964|B
20210616|ABMD|61|0|78|B
20210616|ABNB|9785|0|35811|B
20210616|ABR|500|0|2501|B
20210616|ABT|339|0|574|B
20210616|ACB|4863|0|11238|B
20210616|ACCD|27|0|127|B
20210616|ACEL|3|0|1803|B
20210616|ACES|75|0|75|B
20210616|ACH|101|0|708|B
20210616|ACHC|6|0|71|B
20210616|ACI|100|0|100|B
20210616|ACIC|979|0|1910|B
20210616|ACIU|2000|0|3001|B
20210616|ACIW|1|0|2|B
20210616|ACMR|358|0|1959|B
20210616|ACN|1402|0|2993|B
20210616|ACNB|500|0|500|B
20210616|ACOR|1100|0|1903|B
20210616|ACP|200|0|200|B
20210616|ACRS|300|0|624|B
20210616|ACRX|150|0|18697|B
20210616|ACST|1600|0|10909|B
20210616|ACY|200|0|2622|B
20210616|ADAG|84|0|84|B
20210616|ADBE|4919|0|7467|B
20210616|ADES|4420|0|5450|B
20210616|ADI|267|0|1187|B
20210616|ADIL|895|0|895|B
20210616|ADM|9|0|892|B
20210616|ADMA|12|0|12|B
20210616|ADMP|1000|0|6944|B
20210616|ADMS|273|0|273|B
20210616|ADN|400|0|801|B
20210616|ADP|1082|0|1091|B
20210616|ADPT|20|0|565|B
20210616|ADS|47|0|248|B
20210616|ADSK|394|0|679|B
20210616|ADT|6|0|107|B
20210616|ADUS|1|0|111|B
20210616|ADVM|2000|0|15200|B
20210616|ADXS|13025|0|19383|B
20210616|AEE|125|0|930|B
20210616|AEHL|4104|0|4214|B
20210616|AEI|1500|0|8624|B
20210616|AEL|60|0|79|B
20210616|AEM|6|0|408|B
20210616|AEMD|1185|0|2648|B
20210616|AENZ|200|0|200|B
20210616|AEP|1|0|21|B
20210616|AER|870|0|1370|B
20210616|AESE|9|0|9|B
20210616|AESR|113|0|113|B
20210616|AEYE|332|0|832|B
20210616|AFG|59|0|125|B
20210616|AFI|367|0|367|B
20210616|AFIN|4000|0|6300|B
20210616|AFK|9|0|53|B
20210616|AFL|13|0|256|B
20210616|AFMD|300|0|5800|B
20210616|AFRM|4760|0|10349|B
20210616|AG|9816|0|22700|B
20210616|AGC|80|0|1669|B
20210616|AGCB|400|0|1400|B
20210616|AGCO|904|0|1623|B
20210616|AGEN|1032|0|10133|B
20210616|AGFY|3750|0|5090|B
20210616|AGG|37|0|125|B
20210616|AGGRU|50|0|50|B
20210616|AGI|800|0|1940|B
20210616|AGL|10|0|583|B
20210616|AGNC|100|0|851|B
20210616|AGQ|100|0|1840|B
20210616|AGRO|1022|0|2222|B
20210616|AGRX|10|0|10|B
20210616|AGTC|3650|0|4318|B
