Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20210204|A|6|0|23|B
20210204|AA|1108|0|7982|B
20210204|AAAU|203|0|253|B
20210204|AAC/U|20|0|1620|B
20210204|AACG|248856|0|619436|B
20210204|AACQ|3078|0|13296|B
20210204|AAL|37026|0|120551|B
20210204|AAMC|4|0|4|B
20210204|AAN|100|0|506|B
20210204|AAOI|400|0|1225|B
20210204|AAP|70|0|173|B
20210204|AAPL|67995|0|143003|B
20210204|AAU|8203|0|8703|B
20210204|AAWW|146|0|198|B
20210204|AB|260|0|415|B
20210204|ABB|511|0|949|B
20210204|ABBV|1983|0|4804|B
20210204|ABC|1230|0|1636|B
20210204|ABCL|271|0|294|B
20210204|ABEO|30319|0|37418|B
20210204|ABEV|89112|0|106363|B
20210204|ABG|22|0|22|B
20210204|ABIO|5050|0|5250|B
20210204|ABM|300|0|300|B
20210204|ABMD|93|0|283|B
20210204|ABNB|18123|0|35289|B
20210204|ABR|600|0|600|B
20210204|ABST|210|0|210|B
20210204|ABT|384|0|724|B
20210204|ABUS|9510|0|31492|B
20210204|ACA|100|0|101|B
20210204|ACAC|1252|0|4548|B
20210204|ACAD|7|0|552|B
20210204|ACB|73297|0|188194|B
20210204|ACBI|3|0|5|B
20210204|ACCD|1866|0|3022|B
20210204|ACER|400|0|600|B
20210204|ACES|40|0|41|B
20210204|ACET|400|0|400|B
20210204|ACEV|3075|0|4972|B
20210204|ACH|2|0|303|B
20210204|ACHC|100|0|100|B
20210204|ACI|3404|0|3713|B
20210204|ACIC|3688|0|6388|B
20210204|ACIU|7264|0|18030|B
20210204|ACKIU|188|0|188|B
20210204|ACLS|20|0|20|B
20210204|ACM|150|0|164|B
20210204|ACMR|155|0|165|B
20210204|ACN|380|0|541|B
20210204|ACOR|304|0|594|B
20210204|ACRS|1222|0|6130|B
20210204|ACRX|4154|0|21953|B
20210204|ACST|71775|0|192226|B
20210204|ACTC|1247|0|12816|B
20210204|ACTG|17909|0|29849|B
20210204|ACU|426|0|426|B
20210204|ACWI|336|0|736|B
20210204|ACY|475|0|1176|B
20210204|ADAP|370|0|1219|B
20210204|ADBE|710|0|1791|B
20210204|ADI|516|0|1407|B
20210204|ADIL|200|0|200|B
20210204|ADM|120|0|121|B
20210204|ADMA|7295|0|20292|B
20210204|ADMP|45621|0|76204|B
20210204|ADMS|4278|0|7078|B
20210204|ADNT|11|0|111|B
20210204|ADOC|3|0|3|B
20210204|ADP|768|0|872|B
20210204|ADPT|36|0|305|B
20210204|ADS|1672|0|4622|B
20210204|ADSK|234|0|370|B
20210204|ADT|100|0|862|B
20210204|ADTN|1000|0|2160|B
20210204|ADTX|1622|0|13338|B
20210204|ADV|408|0|408|B
20210204|ADX|1700|0|2400|B
20210204|ADXS|1800|0|22809|B
20210204|AEGN|100|0|100|B
20210204|AEHL|100|0|750|B
